Sample	City	Environment	ARG_Class	Abundance
DRR480202	Kolkata	Controlled	CTX-M-171	3
DRR480202	Kolkata	Controlled	CTX-M-178	1
DRR480202	Kolkata	Controlled	CTX-M-201	1
DRR480202	Kolkata	Controlled	CTX-M-213	3
DRR480202	Kolkata	Controlled	CTX-M-233	2
DRR480202	Kolkata	Controlled	CTX-M-24	3
DRR480202	Kolkata	Controlled	CTX-M-255	2
DRR480202	Kolkata	Controlled	CTX-M-263	1
DRR480202	Kolkata	Controlled	CTX-M-264	1
DRR480202	Kolkata	Controlled	CTX-M-271	1
DRR480202	Kolkata	Controlled	CTX-M-272	1
DRR480202	Kolkata	Controlled	CTX-M-37	1
DRR480202	Kolkata	Controlled	CTX-M-38	2
DRR480202	Kolkata	Controlled	CTX-M-4	6
DRR480202	Kolkata	Controlled	CTX-M-45	4
DRR480202	Kolkata	Controlled	CTX-M-46	1
DRR480202	Kolkata	Controlled	CTX-M-52	1
DRR480202	Kolkata	Controlled	CTX-M-54	1
DRR480202	Kolkata	Controlled	CTX-M-58	1
DRR480202	Kolkata	Controlled	CTX-M-59	1
DRR480202	Kolkata	Controlled	CTX-M-63	3
DRR480202	Kolkata	Controlled	CTX-M-68	1
DRR480202	Kolkata	Controlled	CTX-M-72	9
DRR480202	Kolkata	Controlled	CTX-M-77	1
DRR480202	Kolkata	Controlled	CTX-M-84	1
DRR480202	Kolkata	Controlled	CVI-1	28
DRR480202	Kolkata	Controlled	CatU	377
DRR480202	Kolkata	Controlled	CblA-1	7
DRR480202	Kolkata	Controlled	Cbut_catB	296
DRR480202	Kolkata	Controlled	Ccol_ACT_CHL	182
DRR480202	Kolkata	Controlled	CcrA	53
DRR480202	Kolkata	Controlled	CdnimB	503
DRR480202	Kolkata	Controlled	CepA-29	4
DRR480202	Kolkata	Controlled	CepA-44	3
DRR480202	Kolkata	Controlled	CepS	41
DRR480202	Kolkata	Controlled	CfiA10	15
DRR480202	Kolkata	Controlled	CfiA11	15
DRR480202	Kolkata	Controlled	CfiA17	5
DRR480202	Kolkata	Controlled	CfiA19	2
DRR480202	Kolkata	Controlled	CfiA21	4
DRR480202	Kolkata	Controlled	CfiA26	9
DRR480202	Kolkata	Controlled	CfxA2	400
DRR480202	Kolkata	Controlled	CfxA3	4
DRR480202	Kolkata	Controlled	CfxA4	16
DRR480202	Kolkata	Controlled	CfxA5	5
DRR480202	Kolkata	Controlled	CfxA6	133
DRR480202	Kolkata	Controlled	Cper_cplR	4225
DRR480202	Kolkata	Controlled	Cper_mprF	294
DRR480202	Kolkata	Controlled	CrcB	236
DRR480202	Kolkata	Controlled	Cspo_cplR	3922
DRR480202	Kolkata	Controlled	Cstr_tetA	62890
DRR480202	Kolkata	Controlled	Ctra_murA_FOF	17043
DRR480202	Kolkata	Controlled	DES-1	89
DRR480202	Kolkata	Controlled	DHA-10	1
DRR480202	Kolkata	Controlled	DHA-12	215
DRR480202	Kolkata	Controlled	DHA-15	94
DRR480202	Kolkata	Controlled	DHA-16	77
DRR480202	Kolkata	Controlled	DHA-18	20
DRR480202	Kolkata	Controlled	DHA-19	25
DRR480202	Kolkata	Controlled	DHA-2	10
DRR480202	Kolkata	Controlled	DHA-21	7
DRR480202	Kolkata	Controlled	DHA-22	4
DRR480202	Kolkata	Controlled	DHA-24	3
DRR480202	Kolkata	Controlled	DHA-28	3
DRR480202	Kolkata	Controlled	DHA-29	2
DRR480202	Kolkata	Controlled	DHA-3	15
DRR480202	Kolkata	Controlled	DHA-5	2
DRR480202	Kolkata	Controlled	DHA-7	2
DRR480202	Kolkata	Controlled	DHA-9	1
DRR480202	Kolkata	Controlled	DHT2-1	296
DRR480202	Kolkata	Controlled	DIM-1	10
DRR480202	Kolkata	Controlled	DYB-1	64
DRR480202	Kolkata	Controlled	DfrA34	13
DRR480202	Kolkata	Controlled	DfrA36	234
DRR480202	Kolkata	Controlled	DfrA37	13
DRR480202	Kolkata	Controlled	DfrA38	880
DRR480202	Kolkata	Controlled	DfrA39	152
DRR480202	Kolkata	Controlled	DfrA42_TMP	24
DRR480202	Kolkata	Controlled	DfrA43_TMP	113
DRR480202	Kolkata	Controlled	DfrB9	3
DRR480202	Kolkata	Controlled	EAM-1	295
DRR480202	Kolkata	Controlled	EBR-1	9
DRR480202	Kolkata	Controlled	EBR-2	6
DRR480202	Kolkata	Controlled	EBR-3	3
DRR480202	Kolkata	Controlled	EBR-5	31
DRR480202	Kolkata	Controlled	EC-13	20
DRR480202	Kolkata	Controlled	EC-18	6
DRR480202	Kolkata	Controlled	EC-19	35
DRR480202	Kolkata	Controlled	EC-5	1
DRR480202	Kolkata	Controlled	EC-8	4
DRR480202	Kolkata	Controlled	ECM-1	107
DRR480202	Kolkata	Controlled	ECV-1	69
DRR480202	Kolkata	Controlled	EFM-1	189
DRR480202	Kolkata	Controlled	ELM-1	698
DRR480202	Kolkata	Controlled	ERP-1	13
DRR480202	Kolkata	Controlled	ESP-1	45
DRR480202	Kolkata	Controlled	EVM-1	208
DRR480202	Kolkata	Controlled	EXO-1	18
DRR480202	Kolkata	Controlled	Eclo_acrA	469
DRR480202	Kolkata	Controlled	Ecol_acrA	625
DRR480202	Kolkata	Controlled	Ecol_ampC_BLA	84
DRR480202	Kolkata	Controlled	Ecol_catII	143
DRR480202	Kolkata	Controlled	Ecol_emrE	451
DRR480202	Kolkata	Controlled	Ecol_mdfA	880
DRR480202	Kolkata	Controlled	EdeQ	671
DRR480202	Kolkata	Controlled	Efac_ACT_CHL	33
DRR480202	Kolkata	Controlled	Efae_ACT_CHL	10
DRR480202	Kolkata	Controlled	EreA	76
DRR480202	Kolkata	Controlled	EreA2	40
DRR480202	Kolkata	Controlled	EreB	109
DRR480202	Kolkata	Controlled	EreD	111
DRR480202	Kolkata	Controlled	Erm(30)	325
DRR480202	Kolkata	Controlled	Erm(31)	467
DRR480202	Kolkata	Controlled	Erm(33)	26
DRR480202	Kolkata	Controlled	Erm(34)	410
DRR480202	Kolkata	Controlled	Erm(35)	475
DRR480202	Kolkata	Controlled	Erm(36)	687
DRR480202	Kolkata	Controlled	Erm(37)	1189
DRR480202	Kolkata	Controlled	Erm(38)	978
DRR480202	Kolkata	Controlled	Erm(39)	474
DRR480202	Kolkata	Controlled	Erm(41)	60
DRR480202	Kolkata	Controlled	Erm(42)	298
DRR480202	Kolkata	Controlled	Erm(43)	114
DRR480202	Kolkata	Controlled	Erm(44)v	58
DRR480202	Kolkata	Controlled	Erm(47)	1155
DRR480202	Kolkata	Controlled	Erm(48)	83
DRR480202	Kolkata	Controlled	Erm(49)	514
DRR480202	Kolkata	Controlled	Erm(50)	338
DRR480202	Kolkata	Controlled	Erm(51)	366
DRR480202	Kolkata	Controlled	Erm(52)	458
DRR480202	Kolkata	Controlled	Erm(K)	872
DRR480202	Kolkata	Controlled	Erm(O)-lrm	105
DRR480202	Kolkata	Controlled	ErmA	54
DRR480202	Kolkata	Controlled	ErmB	294
DRR480202	Kolkata	Controlled	ErmC	62
DRR480202	Kolkata	Controlled	ErmD	555
DRR480202	Kolkata	Controlled	ErmE	905
DRR480202	Kolkata	Controlled	ErmF	379
DRR480202	Kolkata	Controlled	ErmG	140
DRR480202	Kolkata	Controlled	ErmH	542
DRR480202	Kolkata	Controlled	ErmN	91
DRR480202	Kolkata	Controlled	ErmO-srmA	133
DRR480202	Kolkata	Controlled	ErmQ	605
DRR480202	Kolkata	Controlled	ErmR	1541
DRR480202	Kolkata	Controlled	ErmS	324
DRR480202	Kolkata	Controlled	ErmT	212
DRR480202	Kolkata	Controlled	ErmU	100
DRR480202	Kolkata	Controlled	ErmV	384
DRR480202	Kolkata	Controlled	ErmW	297
DRR480202	Kolkata	Controlled	ErmX	312
DRR480202	Kolkata	Controlled	ErmY	86
DRR480202	Kolkata	Controlled	EstT	2095
DRR480202	Kolkata	Controlled	FAR-1	22
DRR480202	Kolkata	Controlled	FEZ-1	99
DRR480202	Kolkata	Controlled	FIA-1	14
DRR480202	Kolkata	Controlled	FIM-1	13
DRR480202	Kolkata	Controlled	FLC-1	2
DRR480202	Kolkata	Controlled	FONA-1	1
DRR480202	Kolkata	Controlled	FONA-2	2
DRR480202	Kolkata	Controlled	FONA-3	1
DRR480202	Kolkata	Controlled	FONA-5	1
DRR480202	Kolkata	Controlled	FONA-6	1
DRR480202	Kolkata	Controlled	FONA-7	6
DRR480202	Kolkata	Controlled	FOX-10	27
DRR480202	Kolkata	Controlled	FOX-12	21
DRR480202	Kolkata	Controlled	FOX-13	21
DRR480202	Kolkata	Controlled	FOX-15	10
DRR480202	Kolkata	Controlled	FOX-16	2
DRR480202	Kolkata	Controlled	FOX-18	13
DRR480202	Kolkata	Controlled	FOX-19	9
DRR480202	Kolkata	Controlled	FOX-2	2
DRR480202	Kolkata	Controlled	FOX-20	9
DRR480202	Kolkata	Controlled	FOX-21	2
DRR480202	Kolkata	Controlled	FOX-3	29
DRR480202	Kolkata	Controlled	FOX-4	13
DRR480202	Kolkata	Controlled	FOX-8	1
DRR480202	Kolkata	Controlled	FOX-9	1
DRR480202	Kolkata	Controlled	FPH-1	11
DRR480202	Kolkata	Controlled	FRI-1	7
DRR480202	Kolkata	Controlled	FRI-10	3
DRR480202	Kolkata	Controlled	FRI-11	1
DRR480202	Kolkata	Controlled	FRI-4	15
DRR480202	Kolkata	Controlled	FRI-5	12
DRR480202	Kolkata	Controlled	FRI-8	1
DRR480202	Kolkata	Controlled	FRI-9	2
DRR480202	Kolkata	Controlled	FTU-1	2
DRR480202	Kolkata	Controlled	FomA	16
DRR480202	Kolkata	Controlled	FomB	39
DRR480202	Kolkata	Controlled	FosA	238
DRR480202	Kolkata	Controlled	FosA2	47
DRR480202	Kolkata	Controlled	FosA3	4
DRR480202	Kolkata	Controlled	FosA4	4
DRR480202	Kolkata	Controlled	FosA6	16
DRR480202	Kolkata	Controlled	FosA7	10
DRR480202	Kolkata	Controlled	FosA7.5	44
DRR480202	Kolkata	Controlled	FosA8	35
DRR480202	Kolkata	Controlled	FosB	6
DRR480202	Kolkata	Controlled	FosB1	66
DRR480202	Kolkata	Controlled	FosB2	50
DRR480202	Kolkata	Controlled	FosB3	50
DRR480202	Kolkata	Controlled	FosB4	2
DRR480202	Kolkata	Controlled	FosB5	5
DRR480202	Kolkata	Controlled	FosB6	10
DRR480202	Kolkata	Controlled	FosC	8
DRR480202	Kolkata	Controlled	FosC2	340
DRR480202	Kolkata	Controlled	FosD	10
DRR480202	Kolkata	Controlled	FosG	110
DRR480202	Kolkata	Controlled	FosH	16
DRR480202	Kolkata	Controlled	FosI	42
DRR480202	Kolkata	Controlled	FosK	138
DRR480202	Kolkata	Controlled	FosL1	69
DRR480202	Kolkata	Controlled	FosM1	22
DRR480202	Kolkata	Controlled	FosM2	36
DRR480202	Kolkata	Controlled	FosM3	15
DRR480202	Kolkata	Controlled	FosX	150
DRR480202	Kolkata	Controlled	FosXCC	29
DRR480202	Kolkata	Controlled	FosY	31
DRR480202	Kolkata	Controlled	FusF	25
DRR480202	Kolkata	Controlled	GES-12	2
DRR480202	Kolkata	Controlled	GES-13	1
DRR480202	Kolkata	Controlled	GES-14	6
DRR480202	Kolkata	Controlled	GES-21	48
DRR480202	Kolkata	Controlled	GES-22	2
DRR480202	Kolkata	Controlled	GES-23	2
DRR480202	Kolkata	Controlled	GES-3	4
DRR480202	Kolkata	Controlled	GES-30	1
DRR480202	Kolkata	Controlled	GES-32	2
DRR480202	Kolkata	Controlled	GES-36	1
DRR480202	Kolkata	Controlled	GES-56	5
DRR480202	Kolkata	Controlled	GES-8	17
DRR480202	Kolkata	Controlled	GIL-1	13
DRR480202	Kolkata	Controlled	GIM-1	45
DRR480202	Kolkata	Controlled	GIM-2	1
DRR480202	Kolkata	Controlled	GIM-3	18
DRR480202	Kolkata	Controlled	GMA-1	1
DRR480202	Kolkata	Controlled	GMA-2	7
DRR480202	Kolkata	Controlled	GMB-1	103
DRR480202	Kolkata	Controlled	GOB-1	1
DRR480202	Kolkata	Controlled	GOB-10	19
DRR480202	Kolkata	Controlled	GOB-11	35
DRR480202	Kolkata	Controlled	GOB-12	42
DRR480202	Kolkata	Controlled	GOB-13	26
DRR480202	Kolkata	Controlled	GOB-15	2
DRR480202	Kolkata	Controlled	GOB-16	161
DRR480202	Kolkata	Controlled	GOB-18	16
DRR480202	Kolkata	Controlled	GOB-2	146
DRR480202	Kolkata	Controlled	GOB-22	29
DRR480202	Kolkata	Controlled	GOB-23	101
DRR480202	Kolkata	Controlled	GOB-24	8
DRR480202	Kolkata	Controlled	GOB-25	3
DRR480202	Kolkata	Controlled	GOB-28	131
DRR480202	Kolkata	Controlled	GOB-29	1
DRR480202	Kolkata	Controlled	GOB-3	38
DRR480202	Kolkata	Controlled	GOB-32	15
DRR480202	Kolkata	Controlled	GOB-33	68
DRR480202	Kolkata	Controlled	GOB-34	25
DRR480202	Kolkata	Controlled	GOB-36	19
DRR480202	Kolkata	Controlled	GOB-39	16
DRR480202	Kolkata	Controlled	GOB-4	9
DRR480202	Kolkata	Controlled	GOB-40	8
DRR480202	Kolkata	Controlled	GOB-44	41
DRR480202	Kolkata	Controlled	GOB-46	20
DRR480202	Kolkata	Controlled	GOB-49	25
DRR480202	Kolkata	Controlled	GOB-5	9
DRR480202	Kolkata	Controlled	GOB-52	2
DRR480202	Kolkata	Controlled	GOB-53	8
DRR480202	Kolkata	Controlled	GOB-7	43
DRR480202	Kolkata	Controlled	GOB-9	9
DRR480202	Kolkata	Controlled	GPC-1	12
DRR480202	Kolkata	Controlled	GRD23-1	23
DRR480202	Kolkata	Controlled	GRD33-1	293
DRR480202	Kolkata	Controlled	H-NS	174
DRR480202	Kolkata	Controlled	HBL-1	20
DRR480202	Kolkata	Controlled	HER-1	6
DRR480202	Kolkata	Controlled	HER-4	2
DRR480202	Kolkata	Controlled	HER-6	1
DRR480202	Kolkata	Controlled	HER-8	6
DRR480202	Kolkata	Controlled	HMB-1	5
DRR480202	Kolkata	Controlled	HMB-2	11
DRR480202	Kolkata	Controlled	HelR	12685
DRR480202	Kolkata	Controlled	ICR-Mc	120
DRR480202	Kolkata	Controlled	ICR-Mo	150
DRR480202	Kolkata	Controlled	IDC-1	90
DRR480202	Kolkata	Controlled	IDC-2	53
DRR480202	Kolkata	Controlled	IMI-13	3
DRR480202	Kolkata	Controlled	IMI-15	1
DRR480202	Kolkata	Controlled	IMI-17	1
DRR480202	Kolkata	Controlled	IMI-2	2
DRR480202	Kolkata	Controlled	IMI-22	3
DRR480202	Kolkata	Controlled	IMI-24	2
DRR480202	Kolkata	Controlled	IMI-27	1
DRR480202	Kolkata	Controlled	IMI-3	2
DRR480202	Kolkata	Controlled	IMI-5	55
DRR480202	Kolkata	Controlled	IMI-8	3
DRR480202	Kolkata	Controlled	IMP-100	2
DRR480202	Kolkata	Controlled	IMP-101	1
DRR480202	Kolkata	Controlled	IMP-105	1
DRR480202	Kolkata	Controlled	IMP-11	2
DRR480202	Kolkata	Controlled	IMP-12	9
DRR480202	Kolkata	Controlled	IMP-13	3
DRR480202	Kolkata	Controlled	IMP-15	2
DRR480202	Kolkata	Controlled	IMP-16	1
DRR480202	Kolkata	Controlled	IMP-17	6
DRR480202	Kolkata	Controlled	IMP-18	3
DRR480202	Kolkata	Controlled	IMP-2	6
DRR480202	Kolkata	Controlled	IMP-22	8
DRR480202	Kolkata	Controlled	IMP-25	1
DRR480202	Kolkata	Controlled	IMP-26	18
DRR480202	Kolkata	Controlled	IMP-27	13
DRR480202	Kolkata	Controlled	IMP-28	4
DRR480202	Kolkata	Controlled	IMP-29	22
DRR480202	Kolkata	Controlled	IMP-31	15
DRR480202	Kolkata	Controlled	IMP-32	1
DRR480202	Kolkata	Controlled	IMP-33	4
DRR480202	Kolkata	Controlled	IMP-35	1
DRR480202	Kolkata	Controlled	IMP-39	1
DRR480202	Kolkata	Controlled	IMP-42	31
DRR480202	Kolkata	Controlled	IMP-44	2
DRR480202	Kolkata	Controlled	IMP-45	27
DRR480202	Kolkata	Controlled	IMP-46	33
DRR480202	Kolkata	Controlled	IMP-48	3
DRR480202	Kolkata	Controlled	IMP-5	2
DRR480202	Kolkata	Controlled	IMP-51	28
DRR480202	Kolkata	Controlled	IMP-55	5
DRR480202	Kolkata	Controlled	IMP-59	22
DRR480202	Kolkata	Controlled	IMP-60	1
DRR480202	Kolkata	Controlled	IMP-61	41
DRR480202	Kolkata	Controlled	IMP-64	1
DRR480202	Kolkata	Controlled	IMP-66	2
DRR480202	Kolkata	Controlled	IMP-67	1
DRR480202	Kolkata	Controlled	IMP-71	1
DRR480202	Kolkata	Controlled	IMP-74	1
DRR480202	Kolkata	Controlled	IMP-81	17
DRR480202	Kolkata	Controlled	IMP-82	1
DRR480202	Kolkata	Controlled	IMP-86	2
DRR480202	Kolkata	Controlled	IMP-90	1
DRR480202	Kolkata	Controlled	IMP-91	1
DRR480202	Kolkata	Controlled	IND-1	1
DRR480202	Kolkata	Controlled	IND-10	1
DRR480202	Kolkata	Controlled	IND-11	2
DRR480202	Kolkata	Controlled	IND-15	1
DRR480202	Kolkata	Controlled	IND-17	2
DRR480202	Kolkata	Controlled	IND-18	14
DRR480202	Kolkata	Controlled	IND-3	1
DRR480202	Kolkata	Controlled	IND-4	9
DRR480202	Kolkata	Controlled	IND-5	6
DRR480202	Kolkata	Controlled	IND-6	1
DRR480202	Kolkata	Controlled	IND-7	1
DRR480202	Kolkata	Controlled	IND-9	6
DRR480202	Kolkata	Controlled	IreK	55072
DRR480202	Kolkata	Controlled	JOHN-1	12
DRR480202	Kolkata	Controlled	KBL-1	51
DRR480202	Kolkata	Controlled	KHM-1	22
DRR480202	Kolkata	Controlled	KHM-2	22
DRR480202	Kolkata	Controlled	KLUC-1	4
DRR480202	Kolkata	Controlled	KPC-113	2
DRR480202	Kolkata	Controlled	KPC-129	1
DRR480202	Kolkata	Controlled	KPC-137	1
DRR480202	Kolkata	Controlled	KPC-141	2
DRR480202	Kolkata	Controlled	KPC-143	3
DRR480202	Kolkata	Controlled	KPC-15	16
DRR480202	Kolkata	Controlled	KPC-151	2
DRR480202	Kolkata	Controlled	KPC-158	3
DRR480202	Kolkata	Controlled	KPC-168	1
DRR480202	Kolkata	Controlled	KPC-179	1
DRR480202	Kolkata	Controlled	KPC-191	2
DRR480202	Kolkata	Controlled	KPC-194	1
DRR480202	Kolkata	Controlled	KPC-205	1
DRR480202	Kolkata	Controlled	KPC-213	2
DRR480202	Kolkata	Controlled	KPC-228	2
DRR480202	Kolkata	Controlled	KPC-49	1
DRR480202	Kolkata	Controlled	KPC-54	1
DRR480202	Kolkata	Controlled	KPC-57	2
DRR480202	Kolkata	Controlled	KPC-74	2
DRR480202	Kolkata	Controlled	KPC-8	7
DRR480202	Kolkata	Controlled	KPC-87	2
DRR480202	Kolkata	Controlled	KPC-9	2
DRR480202	Kolkata	Controlled	KPC-94	3
DRR480202	Kolkata	Controlled	KPC-96	1
DRR480202	Kolkata	Controlled	Kpne_KpnE	255
DRR480202	Kolkata	Controlled	Kpne_KpnF	117
DRR480202	Kolkata	Controlled	Kpne_KpnG	384
DRR480202	Kolkata	Controlled	Kpne_KpnH	27
DRR480202	Kolkata	Controlled	Kpne_OmpK37	640
DRR480202	Kolkata	Controlled	Kpne_acrA	315
DRR480202	Kolkata	Controlled	L1_BLA	170
DRR480202	Kolkata	Controlled	LAP-1	5
DRR480202	Kolkata	Controlled	LAP-2	24
DRR480202	Kolkata	Controlled	LAQ-1	110
DRR480202	Kolkata	Controlled	LCR-1	154
DRR480202	Kolkata	Controlled	LEN-1	1
DRR480202	Kolkata	Controlled	LEN-14	1
DRR480202	Kolkata	Controlled	LEN-21	6
DRR480202	Kolkata	Controlled	LEN-3	4
DRR480202	Kolkata	Controlled	LEN-37	1
DRR480202	Kolkata	Controlled	LEN-41	1
DRR480202	Kolkata	Controlled	LEN-6	2
DRR480202	Kolkata	Controlled	LEN-7	1
DRR480202	Kolkata	Controlled	LEN-8	1
DRR480202	Kolkata	Controlled	LHK-1	87
DRR480202	Kolkata	Controlled	LHK-2	94
DRR480202	Kolkata	Controlled	LHK-3	21
DRR480202	Kolkata	Controlled	LHK-4	1
DRR480202	Kolkata	Controlled	LHK-5	5
DRR480202	Kolkata	Controlled	LHK-6	42
DRR480202	Kolkata	Controlled	LHK-7	3
DRR480202	Kolkata	Controlled	LMB-1	88
DRR480202	Kolkata	Controlled	LRA-1	7
DRR480202	Kolkata	Controlled	LRA-10	30
DRR480202	Kolkata	Controlled	LRA-12	210
DRR480202	Kolkata	Controlled	LRA-13	71
DRR480202	Kolkata	Controlled	LRA-17	218
DRR480202	Kolkata	Controlled	LRA-18	60
DRR480202	Kolkata	Controlled	LRA-19	286
DRR480202	Kolkata	Controlled	LRA-2	886
DRR480202	Kolkata	Controlled	LRA-3	145
DRR480202	Kolkata	Controlled	LRA-5	50
DRR480202	Kolkata	Controlled	LRA-7	64
DRR480202	Kolkata	Controlled	LRA-8	246
DRR480202	Kolkata	Controlled	LRA-9	166
DRR480202	Kolkata	Controlled	LRG-1	13
DRR480202	Kolkata	Controlled	LUS-1	71
DRR480202	Kolkata	Controlled	LUT-1	16
DRR480202	Kolkata	Controlled	LUT-3	3
DRR480202	Kolkata	Controlled	LUT-6	1
DRR480202	Kolkata	Controlled	LlmA_23S_CLI	9187
DRR480202	Kolkata	Controlled	Lmon_mprF	558
DRR480202	Kolkata	Controlled	LnuH	248
DRR480202	Kolkata	Controlled	LnuP	191
DRR480202	Kolkata	Controlled	LpeA	340
DRR480202	Kolkata	Controlled	LpeB	3284
DRR480202	Kolkata	Controlled	LpsA	144
DRR480202	Kolkata	Controlled	LpsB	2446
DRR480202	Kolkata	Controlled	LptD	1977
DRR480202	Kolkata	Controlled	Lreu_cat-TC	50
DRR480202	Kolkata	Controlled	MAB	17
DRR480202	Kolkata	Controlled	MAL-2	6
DRR480202	Kolkata	Controlled	MBL1b	111
DRR480202	Kolkata	Controlled	MCR-1.10	2
DRR480202	Kolkata	Controlled	MCR-1.11	6
DRR480202	Kolkata	Controlled	MCR-1.15	39
DRR480202	Kolkata	Controlled	MCR-1.17	1
DRR480202	Kolkata	Controlled	MCR-1.23	1
DRR480202	Kolkata	Controlled	MCR-1.24	16
DRR480202	Kolkata	Controlled	MCR-1.26	8
DRR480202	Kolkata	Controlled	MCR-1.30	2
DRR480202	Kolkata	Controlled	MCR-1.33	1
DRR480202	Kolkata	Controlled	MCR-1.4	1
DRR480202	Kolkata	Controlled	MCR-1.9	6
DRR480202	Kolkata	Controlled	MCR-10.2	27
DRR480202	Kolkata	Controlled	MCR-10.3	130
DRR480202	Kolkata	Controlled	MCR-10.4	3
DRR480202	Kolkata	Controlled	MCR-10.5	194
DRR480202	Kolkata	Controlled	MCR-2.1	1
DRR480202	Kolkata	Controlled	MCR-2.2	62
DRR480202	Kolkata	Controlled	MCR-2.3	5
DRR480202	Kolkata	Controlled	MCR-2.4	29
DRR480202	Kolkata	Controlled	MCR-2.5	2
DRR480202	Kolkata	Controlled	MCR-2.6	2
DRR480202	Kolkata	Controlled	MCR-2.7	1
DRR480202	Kolkata	Controlled	MCR-2.8	2
DRR480202	Kolkata	Controlled	MCR-3.11	8
DRR480202	Kolkata	Controlled	MCR-3.12	1
DRR480202	Kolkata	Controlled	MCR-3.13	1
DRR480202	Kolkata	Controlled	MCR-3.14	1
DRR480202	Kolkata	Controlled	MCR-3.15	2
DRR480202	Kolkata	Controlled	MCR-3.17	19
DRR480202	Kolkata	Controlled	MCR-3.18	10
DRR480202	Kolkata	Controlled	MCR-3.20	82
DRR480202	Kolkata	Controlled	MCR-3.22	5
DRR480202	Kolkata	Controlled	MCR-3.25	4
DRR480202	Kolkata	Controlled	MCR-3.28	11
DRR480202	Kolkata	Controlled	MCR-3.3	50
DRR480202	Kolkata	Controlled	MCR-3.32	3
DRR480202	Kolkata	Controlled	MCR-3.37	4
DRR480202	Kolkata	Controlled	MCR-3.38	17
DRR480202	Kolkata	Controlled	MCR-3.4	14
DRR480202	Kolkata	Controlled	MCR-3.5	67
DRR480202	Kolkata	Controlled	MCR-3.6	8
DRR480202	Kolkata	Controlled	MCR-4.2	231
DRR480202	Kolkata	Controlled	MCR-4.3	2
DRR480202	Kolkata	Controlled	MCR-4.4	2
DRR480202	Kolkata	Controlled	MCR-4.7	11
DRR480202	Kolkata	Controlled	MCR-5.1	63
DRR480202	Kolkata	Controlled	MCR-5.2	744
DRR480202	Kolkata	Controlled	MCR-5.3	54
DRR480202	Kolkata	Controlled	MCR-5.4	27
DRR480202	Kolkata	Controlled	MCR-6.1	64
DRR480202	Kolkata	Controlled	MCR-7.1	130
DRR480202	Kolkata	Controlled	MCR-8.1	318
DRR480202	Kolkata	Controlled	MCR-8.2	68
DRR480202	Kolkata	Controlled	MCR-8.3	1
DRR480202	Kolkata	Controlled	MCR-8.4	32
DRR480202	Kolkata	Controlled	MCR-9.1	242
DRR480202	Kolkata	Controlled	MIR-12	2
DRR480202	Kolkata	Controlled	MIR-14	11
DRR480202	Kolkata	Controlled	MIR-2	10
DRR480202	Kolkata	Controlled	MIR-3	2
DRR480202	Kolkata	Controlled	MIR-31	2
DRR480202	Kolkata	Controlled	MIR-32	5
DRR480202	Kolkata	Controlled	MIR-34	1
DRR480202	Kolkata	Controlled	MIR-5	1
DRR480202	Kolkata	Controlled	MIR-6	3
DRR480202	Kolkata	Controlled	MOC-1	22
DRR480202	Kolkata	Controlled	MOX-10	2
DRR480202	Kolkata	Controlled	MOX-12	2
DRR480202	Kolkata	Controlled	MOX-17	43
DRR480202	Kolkata	Controlled	MOX-18	1
DRR480202	Kolkata	Controlled	MOX-19	1
DRR480202	Kolkata	Controlled	MOX-2	3
DRR480202	Kolkata	Controlled	MOX-21	10
DRR480202	Kolkata	Controlled	MOX-24	2
DRR480202	Kolkata	Controlled	MOX-3	3
DRR480202	Kolkata	Controlled	MOX-4	1
DRR480202	Kolkata	Controlled	MOX-5	2
DRR480202	Kolkata	Controlled	MOX-6	11
DRR480202	Kolkata	Controlled	MOX-7	2
DRR480202	Kolkata	Controlled	MOX-8	1
DRR480202	Kolkata	Controlled	MOX-9	24
DRR480202	Kolkata	Controlled	MSI-1	944
DRR480202	Kolkata	Controlled	MSI-OXA	13
DRR480202	Kolkata	Controlled	MUN-1	12
DRR480202	Kolkata	Controlled	MUS-1	21
DRR480202	Kolkata	Controlled	MUS-2	3
DRR480202	Kolkata	Controlled	MYO-1	82
DRR480202	Kolkata	Controlled	MYX-1	197
DRR480202	Kolkata	Controlled	MdtK	2505
DRR480202	Kolkata	Controlled	MdtQ	309
DRR480202	Kolkata	Controlled	MecI_rep	150
DRR480202	Kolkata	Controlled	Mef(En2)	466
DRR480202	Kolkata	Controlled	MexA	979
DRR480202	Kolkata	Controlled	MexB	3289
DRR480202	Kolkata	Controlled	MexC	781
DRR480202	Kolkata	Controlled	MexD	2900
DRR480202	Kolkata	Controlled	MexE	641
DRR480202	Kolkata	Controlled	MexF	2591
DRR480202	Kolkata	Controlled	MexG	35
DRR480202	Kolkata	Controlled	MexH	1073
DRR480202	Kolkata	Controlled	MexI	3123
DRR480202	Kolkata	Controlled	MexJ	1859
DRR480202	Kolkata	Controlled	MexK	8974
DRR480202	Kolkata	Controlled	MexV	1616
DRR480202	Kolkata	Controlled	MexW	5428
DRR480202	Kolkata	Controlled	Mrx	526
DRR480202	Kolkata	Controlled	MuxA	1025
DRR480202	Kolkata	Controlled	MuxB	4200
DRR480202	Kolkata	Controlled	MuxC	3965
DRR480202	Kolkata	Controlled	NDM-10	2
DRR480202	Kolkata	Controlled	NDM-11	1
DRR480202	Kolkata	Controlled	NDM-12	1
DRR480202	Kolkata	Controlled	NDM-13	3
