Sample	City	Environment	ARG_Class	Abundance
ERR4450761	Jaipur	Controlled	MCR-8.4	10
ERR4450761	Jaipur	Controlled	MCR-9.1	178
ERR4450761	Jaipur	Controlled	MIR-13	3
ERR4450761	Jaipur	Controlled	MIR-14	2
ERR4450761	Jaipur	Controlled	MIR-2	5
ERR4450761	Jaipur	Controlled	MIR-3	1
ERR4450761	Jaipur	Controlled	MIR-32	3
ERR4450761	Jaipur	Controlled	MOC-1	2
ERR4450761	Jaipur	Controlled	MOX-12	7
ERR4450761	Jaipur	Controlled	MOX-13	10
ERR4450761	Jaipur	Controlled	MOX-15	1
ERR4450761	Jaipur	Controlled	MOX-17	36
ERR4450761	Jaipur	Controlled	MOX-2	8
ERR4450761	Jaipur	Controlled	MOX-21	9
ERR4450761	Jaipur	Controlled	MOX-24	3
ERR4450761	Jaipur	Controlled	MOX-3	2
ERR4450761	Jaipur	Controlled	MOX-5	15
ERR4450761	Jaipur	Controlled	MOX-6	14
ERR4450761	Jaipur	Controlled	MOX-7	12
ERR4450761	Jaipur	Controlled	MOX-8	5
ERR4450761	Jaipur	Controlled	MOX-9	56
ERR4450761	Jaipur	Controlled	MSI-1	205
ERR4450761	Jaipur	Controlled	MSI-OXA	15
ERR4450761	Jaipur	Controlled	MUN-1	16
ERR4450761	Jaipur	Controlled	MUS-1	1
ERR4450761	Jaipur	Controlled	MYO-1	3
ERR4450761	Jaipur	Controlled	MYX-1	27
ERR4450761	Jaipur	Controlled	MdtK	338
ERR4450761	Jaipur	Controlled	MdtQ	389
ERR4450761	Jaipur	Controlled	MecI_rep	15
ERR4450761	Jaipur	Controlled	Mef(En2)	169
ERR4450761	Jaipur	Controlled	MexA	1082
ERR4450761	Jaipur	Controlled	MexB	3874
ERR4450761	Jaipur	Controlled	MexC	1432
ERR4450761	Jaipur	Controlled	MexD	6260
ERR4450761	Jaipur	Controlled	MexE	1309
ERR4450761	Jaipur	Controlled	MexF	5554
ERR4450761	Jaipur	Controlled	MexG	3
ERR4450761	Jaipur	Controlled	MexH	592
ERR4450761	Jaipur	Controlled	MexI	2905
ERR4450761	Jaipur	Controlled	MexJ	1945
ERR4450761	Jaipur	Controlled	MexK	14328
ERR4450761	Jaipur	Controlled	MexV	2274
ERR4450761	Jaipur	Controlled	MexW	7860
ERR4450761	Jaipur	Controlled	Mrx	831
ERR4450761	Jaipur	Controlled	MuxA	1161
ERR4450761	Jaipur	Controlled	MuxB	5959
ERR4450761	Jaipur	Controlled	MuxC	3672
ERR4450761	Jaipur	Controlled	NDM-18	4
ERR4450761	Jaipur	Controlled	NDM-23	1
ERR4450761	Jaipur	Controlled	NDM-6	4
ERR4450761	Jaipur	Controlled	NDM-68	1
ERR4450761	Jaipur	Controlled	NDM-7	1
ERR4450761	Jaipur	Controlled	NDM-71	1
ERR4450761	Jaipur	Controlled	NDM-73	1
ERR4450761	Jaipur	Controlled	NPS-1	440
ERR4450761	Jaipur	Controlled	NWM-1	298
ERR4450761	Jaipur	Controlled	Nfar_rox	296
ERR4450761	Jaipur	Controlled	NmcR	2830
ERR4450761	Jaipur	Controlled	OCH-1	3
ERR4450761	Jaipur	Controlled	OCH-2	1
ERR4450761	Jaipur	Controlled	OCH-3	4
ERR4450761	Jaipur	Controlled	OCH-8	2
ERR4450761	Jaipur	Controlled	OHIO-1	2
ERR4450761	Jaipur	Controlled	OKP-A-12	3
ERR4450761	Jaipur	Controlled	OKP-A-15	1
ERR4450761	Jaipur	Controlled	OKP-A-6	1
ERR4450761	Jaipur	Controlled	OKP-B-10	1
ERR4450761	Jaipur	Controlled	OKP-D-1	4
ERR4450761	Jaipur	Controlled	ORN-1	1
ERR4450761	Jaipur	Controlled	ORN-4	1
ERR4450761	Jaipur	Controlled	ORN-6	3
ERR4450761	Jaipur	Controlled	ORR-1	5
ERR4450761	Jaipur	Controlled	OXA-1003	1
ERR4450761	Jaipur	Controlled	OXA-1004	1
ERR4450761	Jaipur	Controlled	OXA-1006	3
ERR4450761	Jaipur	Controlled	OXA-101	4
ERR4450761	Jaipur	Controlled	OXA-1012	1
ERR4450761	Jaipur	Controlled	OXA-1014	1
ERR4450761	Jaipur	Controlled	OXA-1016	4
ERR4450761	Jaipur	Controlled	OXA-1019	1
ERR4450761	Jaipur	Controlled	OXA-1021	1
ERR4450761	Jaipur	Controlled	OXA-1036	1
ERR4450761	Jaipur	Controlled	OXA-1037	1
ERR4450761	Jaipur	Controlled	OXA-1039	1
ERR4450761	Jaipur	Controlled	OXA-1041	2
ERR4450761	Jaipur	Controlled	OXA-1043	5
ERR4450761	Jaipur	Controlled	OXA-1056	40
ERR4450761	Jaipur	Controlled	OXA-1057	11
ERR4450761	Jaipur	Controlled	OXA-1085	53
ERR4450761	Jaipur	Controlled	OXA-1089	72
ERR4450761	Jaipur	Controlled	OXA-1090	4
ERR4450761	Jaipur	Controlled	OXA-1091	36
ERR4450761	Jaipur	Controlled	OXA-1094	2
ERR4450761	Jaipur	Controlled	OXA-1100	1
ERR4450761	Jaipur	Controlled	OXA-1101	1
ERR4450761	Jaipur	Controlled	OXA-1102	6
ERR4450761	Jaipur	Controlled	OXA-1104	4
ERR4450761	Jaipur	Controlled	OXA-1108	69
ERR4450761	Jaipur	Controlled	OXA-1122	1
ERR4450761	Jaipur	Controlled	OXA-113	3
ERR4450761	Jaipur	Controlled	OXA-1148	2
ERR4450761	Jaipur	Controlled	OXA-114a	1
ERR4450761	Jaipur	Controlled	OXA-114d	7
ERR4450761	Jaipur	Controlled	OXA-114p	1
ERR4450761	Jaipur	Controlled	OXA-1153	7
ERR4450761	Jaipur	Controlled	OXA-1155	3
ERR4450761	Jaipur	Controlled	OXA-1157	1
ERR4450761	Jaipur	Controlled	OXA-1158	13
ERR4450761	Jaipur	Controlled	OXA-116	3
ERR4450761	Jaipur	Controlled	OXA-1164	1
ERR4450761	Jaipur	Controlled	OXA-1166	1
ERR4450761	Jaipur	Controlled	OXA-1172	2
ERR4450761	Jaipur	Controlled	OXA-1175	1
ERR4450761	Jaipur	Controlled	OXA-1177	1
ERR4450761	Jaipur	Controlled	OXA-1183	48
ERR4450761	Jaipur	Controlled	OXA-1184	1
ERR4450761	Jaipur	Controlled	OXA-1187	1
ERR4450761	Jaipur	Controlled	OXA-119	175
ERR4450761	Jaipur	Controlled	OXA-12	7
ERR4450761	Jaipur	Controlled	OXA-1206	5
ERR4450761	Jaipur	Controlled	OXA-1228	4
ERR4450761	Jaipur	Controlled	OXA-1229	1
ERR4450761	Jaipur	Controlled	OXA-1232	1
ERR4450761	Jaipur	Controlled	OXA-1235	2
ERR4450761	Jaipur	Controlled	OXA-1238	6
ERR4450761	Jaipur	Controlled	OXA-1239	6
ERR4450761	Jaipur	Controlled	OXA-1257	1
ERR4450761	Jaipur	Controlled	OXA-1258	5
ERR4450761	Jaipur	Controlled	OXA-1259	1
ERR4450761	Jaipur	Controlled	OXA-1261	1
ERR4450761	Jaipur	Controlled	OXA-1262	1
ERR4450761	Jaipur	Controlled	OXA-1264	4
ERR4450761	Jaipur	Controlled	OXA-1275	6
ERR4450761	Jaipur	Controlled	OXA-1279	1
ERR4450761	Jaipur	Controlled	OXA-129	30
ERR4450761	Jaipur	Controlled	OXA-1295	1
ERR4450761	Jaipur	Controlled	OXA-13	1
ERR4450761	Jaipur	Controlled	OXA-1300	1
ERR4450761	Jaipur	Controlled	OXA-133	19
ERR4450761	Jaipur	Controlled	OXA-137	2
ERR4450761	Jaipur	Controlled	OXA-140	39
ERR4450761	Jaipur	Controlled	OXA-141	1
ERR4450761	Jaipur	Controlled	OXA-145	32
ERR4450761	Jaipur	Controlled	OXA-15	1
ERR4450761	Jaipur	Controlled	OXA-151	1
ERR4450761	Jaipur	Controlled	OXA-153	2
ERR4450761	Jaipur	Controlled	OXA-154	11
ERR4450761	Jaipur	Controlled	OXA-155	1
ERR4450761	Jaipur	Controlled	OXA-156	4
ERR4450761	Jaipur	Controlled	OXA-157	43
ERR4450761	Jaipur	Controlled	OXA-158	4
ERR4450761	Jaipur	Controlled	OXA-16	318
ERR4450761	Jaipur	Controlled	OXA-161	1
ERR4450761	Jaipur	Controlled	OXA-163	13
ERR4450761	Jaipur	Controlled	OXA-164	15
ERR4450761	Jaipur	Controlled	OXA-168	1
ERR4450761	Jaipur	Controlled	OXA-172	2
ERR4450761	Jaipur	Controlled	OXA-18	7
ERR4450761	Jaipur	Controlled	OXA-182	1
ERR4450761	Jaipur	Controlled	OXA-184	1
ERR4450761	Jaipur	Controlled	OXA-192	3
ERR4450761	Jaipur	Controlled	OXA-198	39
ERR4450761	Jaipur	Controlled	OXA-2	4
ERR4450761	Jaipur	Controlled	OXA-20	1
ERR4450761	Jaipur	Controlled	OXA-204	4
ERR4450761	Jaipur	Controlled	OXA-205	62
ERR4450761	Jaipur	Controlled	OXA-207	1
ERR4450761	Jaipur	Controlled	OXA-209	115
ERR4450761	Jaipur	Controlled	OXA-21	152
ERR4450761	Jaipur	Controlled	OXA-210	1
ERR4450761	Jaipur	Controlled	OXA-229	4
ERR4450761	Jaipur	Controlled	OXA-230	6
ERR4450761	Jaipur	Controlled	OXA-232	8
ERR4450761	Jaipur	Controlled	OXA-240	2
ERR4450761	Jaipur	Controlled	OXA-251	1
ERR4450761	Jaipur	Controlled	OXA-253	1
ERR4450761	Jaipur	Controlled	OXA-256	6
ERR4450761	Jaipur	Controlled	OXA-265	1
ERR4450761	Jaipur	Controlled	OXA-271	1
ERR4450761	Jaipur	Controlled	OXA-272	2
ERR4450761	Jaipur	Controlled	OXA-273	2
ERR4450761	Jaipur	Controlled	OXA-277	8
ERR4450761	Jaipur	Controlled	OXA-278	5
ERR4450761	Jaipur	Controlled	OXA-280	1
ERR4450761	Jaipur	Controlled	OXA-289	3
ERR4450761	Jaipur	Controlled	OXA-29	20
ERR4450761	Jaipur	Controlled	OXA-290	3
ERR4450761	Jaipur	Controlled	OXA-293	1
ERR4450761	Jaipur	Controlled	OXA-299	1
ERR4450761	Jaipur	Controlled	OXA-3	72
ERR4450761	Jaipur	Controlled	OXA-300	1
ERR4450761	Jaipur	Controlled	OXA-305	1
ERR4450761	Jaipur	Controlled	OXA-308	3
ERR4450761	Jaipur	Controlled	OXA-31	31
ERR4450761	Jaipur	Controlled	OXA-32	1
ERR4450761	Jaipur	Controlled	OXA-33	23
ERR4450761	Jaipur	Controlled	OXA-333	1
ERR4450761	Jaipur	Controlled	OXA-34	15
ERR4450761	Jaipur	Controlled	OXA-347	175
ERR4450761	Jaipur	Controlled	OXA-35	7
ERR4450761	Jaipur	Controlled	OXA-36	180
ERR4450761	Jaipur	Controlled	OXA-360	1
ERR4450761	Jaipur	Controlled	OXA-364	1
ERR4450761	Jaipur	Controlled	OXA-368	2
ERR4450761	Jaipur	Controlled	OXA-37	69
ERR4450761	Jaipur	Controlled	OXA-370	1
ERR4450761	Jaipur	Controlled	OXA-372	82
ERR4450761	Jaipur	Controlled	OXA-373	3
ERR4450761	Jaipur	Controlled	OXA-380	1
ERR4450761	Jaipur	Controlled	OXA-395	2
ERR4450761	Jaipur	Controlled	OXA-402	1
ERR4450761	Jaipur	Controlled	OXA-417	1
ERR4450761	Jaipur	Controlled	OXA-420	1
ERR4450761	Jaipur	Controlled	OXA-423	3
ERR4450761	Jaipur	Controlled	OXA-427	6
ERR4450761	Jaipur	Controlled	OXA-429	1
ERR4450761	Jaipur	Controlled	OXA-43	3
ERR4450761	Jaipur	Controlled	OXA-443	3
ERR4450761	Jaipur	Controlled	OXA-444	19
ERR4450761	Jaipur	Controlled	OXA-447	5
ERR4450761	Jaipur	Controlled	OXA-449	1
ERR4450761	Jaipur	Controlled	OXA-45	10
ERR4450761	Jaipur	Controlled	OXA-454	1
ERR4450761	Jaipur	Controlled	OXA-455	1
ERR4450761	Jaipur	Controlled	OXA-459	1
ERR4450761	Jaipur	Controlled	OXA-46	78
ERR4450761	Jaipur	Controlled	OXA-464	977
ERR4450761	Jaipur	Controlled	OXA-465	1
ERR4450761	Jaipur	Controlled	OXA-47	43
ERR4450761	Jaipur	Controlled	OXA-471	1
ERR4450761	Jaipur	Controlled	OXA-475	1
ERR4450761	Jaipur	Controlled	OXA-477	1
ERR4450761	Jaipur	Controlled	OXA-478	11
ERR4450761	Jaipur	Controlled	OXA-481	1
ERR4450761	Jaipur	Controlled	OXA-486	2
ERR4450761	Jaipur	Controlled	OXA-491	50
ERR4450761	Jaipur	Controlled	OXA-493	2
ERR4450761	Jaipur	Controlled	OXA-496	6
ERR4450761	Jaipur	Controlled	OXA-498	1
ERR4450761	Jaipur	Controlled	OXA-5	24
ERR4450761	Jaipur	Controlled	OXA-504	56
ERR4450761	Jaipur	Controlled	OXA-518	1
ERR4450761	Jaipur	Controlled	OXA-527	1
ERR4450761	Jaipur	Controlled	OXA-53	56
ERR4450761	Jaipur	Controlled	OXA-535	2
ERR4450761	Jaipur	Controlled	OXA-539	16
ERR4450761	Jaipur	Controlled	OXA-54	1
ERR4450761	Jaipur	Controlled	OXA-542	4
ERR4450761	Jaipur	Controlled	OXA-546	3
ERR4450761	Jaipur	Controlled	OXA-548	4
ERR4450761	Jaipur	Controlled	OXA-549	1
ERR4450761	Jaipur	Controlled	OXA-55	7
ERR4450761	Jaipur	Controlled	OXA-550	5
ERR4450761	Jaipur	Controlled	OXA-551	11
ERR4450761	Jaipur	Controlled	OXA-553	2
ERR4450761	Jaipur	Controlled	OXA-569	6
ERR4450761	Jaipur	Controlled	OXA-57	1
ERR4450761	Jaipur	Controlled	OXA-570	4
ERR4450761	Jaipur	Controlled	OXA-571	1
ERR4450761	Jaipur	Controlled	OXA-573	3
ERR4450761	Jaipur	Controlled	OXA-574	1
ERR4450761	Jaipur	Controlled	OXA-588	1
ERR4450761	Jaipur	Controlled	OXA-589	1
ERR4450761	Jaipur	Controlled	OXA-60	2
ERR4450761	Jaipur	Controlled	OXA-600	1
ERR4450761	Jaipur	Controlled	OXA-605	1
ERR4450761	Jaipur	Controlled	OXA-614	1
ERR4450761	Jaipur	Controlled	OXA-62	2
ERR4450761	Jaipur	Controlled	OXA-63	8
ERR4450761	Jaipur	Controlled	OXA-641	48
ERR4450761	Jaipur	Controlled	OXA-642	1
ERR4450761	Jaipur	Controlled	OXA-643	1
ERR4450761	Jaipur	Controlled	OXA-645	1
ERR4450761	Jaipur	Controlled	OXA-648	5
ERR4450761	Jaipur	Controlled	OXA-649	1
ERR4450761	Jaipur	Controlled	OXA-658	1
ERR4450761	Jaipur	Controlled	OXA-659	2
ERR4450761	Jaipur	Controlled	OXA-664	4
ERR4450761	Jaipur	Controlled	OXA-665	1
ERR4450761	Jaipur	Controlled	OXA-672	1
ERR4450761	Jaipur	Controlled	OXA-674	1
ERR4450761	Jaipur	Controlled	OXA-681	1
ERR4450761	Jaipur	Controlled	OXA-7	5
ERR4450761	Jaipur	Controlled	OXA-72	1
ERR4450761	Jaipur	Controlled	OXA-724	3
ERR4450761	Jaipur	Controlled	OXA-726	4
ERR4450761	Jaipur	Controlled	OXA-728	1
ERR4450761	Jaipur	Controlled	OXA-729	2
ERR4450761	Jaipur	Controlled	OXA-731	6
ERR4450761	Jaipur	Controlled	OXA-732	224
ERR4450761	Jaipur	Controlled	OXA-737	1
ERR4450761	Jaipur	Controlled	OXA-77	1
ERR4450761	Jaipur	Controlled	OXA-779	6
ERR4450761	Jaipur	Controlled	OXA-780	15
ERR4450761	Jaipur	Controlled	OXA-795	2
ERR4450761	Jaipur	Controlled	OXA-802	2
ERR4450761	Jaipur	Controlled	OXA-818	1
ERR4450761	Jaipur	Controlled	OXA-823	1
ERR4450761	Jaipur	Controlled	OXA-824	1
ERR4450761	Jaipur	Controlled	OXA-830	3
ERR4450761	Jaipur	Controlled	OXA-836	8
ERR4450761	Jaipur	Controlled	OXA-837	6
ERR4450761	Jaipur	Controlled	OXA-845	1
ERR4450761	Jaipur	Controlled	OXA-85	14
ERR4450761	Jaipur	Controlled	OXA-898	1
ERR4450761	Jaipur	Controlled	OXA-899	2
ERR4450761	Jaipur	Controlled	OXA-9	45
ERR4450761	Jaipur	Controlled	OXA-900	7
ERR4450761	Jaipur	Controlled	OXA-902	2
ERR4450761	Jaipur	Controlled	OXA-905	3
ERR4450761	Jaipur	Controlled	OXA-908	1
ERR4450761	Jaipur	Controlled	OXA-912	3
ERR4450761	Jaipur	Controlled	OXA-915	3
ERR4450761	Jaipur	Controlled	OXA-918	2
ERR4450761	Jaipur	Controlled	OXA-919	4
ERR4450761	Jaipur	Controlled	OXA-92	1
ERR4450761	Jaipur	Controlled	OXA-921	1
ERR4450761	Jaipur	Controlled	OXA-926	3
ERR4450761	Jaipur	Controlled	OXA-928	161
ERR4450761	Jaipur	Controlled	OXA-929	5
ERR4450761	Jaipur	Controlled	OXA-935	1
ERR4450761	Jaipur	Controlled	OXA-944	2
ERR4450761	Jaipur	Controlled	OXA-951	1
ERR4450761	Jaipur	Controlled	OXA-956	5
ERR4450761	Jaipur	Controlled	OXA-957	148
ERR4450761	Jaipur	Controlled	OXA-959	1
ERR4450761	Jaipur	Controlled	OXA-96	7
ERR4450761	Jaipur	Controlled	OXA-961	1
ERR4450761	Jaipur	Controlled	OXA-962	1
ERR4450761	Jaipur	Controlled	OXA-963	1
ERR4450761	Jaipur	Controlled	OXA-965	1
ERR4450761	Jaipur	Controlled	OXA-981	2
ERR4450761	Jaipur	Controlled	OXA-985	1
ERR4450761	Jaipur	Controlled	OXA-999	1
ERR4450761	Jaipur	Controlled	OXY-10-1	1
ERR4450761	Jaipur	Controlled	OXY-2-13	1
ERR4450761	Jaipur	Controlled	OXY-2-15	2
ERR4450761	Jaipur	Controlled	OXY-2-2	2
ERR4450761	Jaipur	Controlled	OXY-2-23	1
ERR4450761	Jaipur	Controlled	OXY-2-25	2
ERR4450761	Jaipur	Controlled	OXY-2-5	1
ERR4450761	Jaipur	Controlled	OXY-5-1	2
ERR4450761	Jaipur	Controlled	OXY-5-6	6
ERR4450761	Jaipur	Controlled	OXY-6-3	1
ERR4450761	Jaipur	Controlled	OXY-7-1	1
ERR4450761	Jaipur	Controlled	OXY-9-1	1
ERR4450761	Jaipur	Controlled	OmpA	2693
ERR4450761	Jaipur	Controlled	OpmB	1526
ERR4450761	Jaipur	Controlled	OpmD	198
ERR4450761	Jaipur	Controlled	OpmH	2605
ERR4450761	Jaipur	Controlled	OprA	1999
ERR4450761	Jaipur	Controlled	OprJ	2802
ERR4450761	Jaipur	Controlled	OprM	3013
ERR4450761	Jaipur	Controlled	OprN	673
ERR4450761	Jaipur	Controlled	OprZ	946
ERR4450761	Jaipur	Controlled	PAC-1	37
ERR4450761	Jaipur	Controlled	PAD-1	36
ERR4450761	Jaipur	Controlled	PAM-1	29
ERR4450761	Jaipur	Controlled	PAM-2	22
ERR4450761	Jaipur	Controlled	PAM-3	3
ERR4450761	Jaipur	Controlled	PAM-5	93
ERR4450761	Jaipur	Controlled	PAU-1	281
ERR4450761	Jaipur	Controlled	PC1	6
ERR4450761	Jaipur	Controlled	PDC-105	1
ERR4450761	Jaipur	Controlled	PDC-118	1
ERR4450761	Jaipur	Controlled	PDC-125	2
ERR4450761	Jaipur	Controlled	PDC-130	26
ERR4450761	Jaipur	Controlled	PDC-137	2
ERR4450761	Jaipur	Controlled	PDC-150	1
ERR4450761	Jaipur	Controlled	PDC-153	1
ERR4450761	Jaipur	Controlled	PDC-156	1
ERR4450761	Jaipur	Controlled	PDC-162	1
ERR4450761	Jaipur	Controlled	PDC-176	1
ERR4450761	Jaipur	Controlled	PDC-185	1
ERR4450761	Jaipur	Controlled	PDC-194	1
ERR4450761	Jaipur	Controlled	PDC-21b	1
ERR4450761	Jaipur	Controlled	PDC-224	2
ERR4450761	Jaipur	Controlled	PDC-236	1
ERR4450761	Jaipur	Controlled	PDC-247	1
ERR4450761	Jaipur	Controlled	PDC-252	1
ERR4450761	Jaipur	Controlled	PDC-26	1
ERR4450761	Jaipur	Controlled	PDC-264	2
ERR4450761	Jaipur	Controlled	PDC-280	1
ERR4450761	Jaipur	Controlled	PDC-300	130
ERR4450761	Jaipur	Controlled	PDC-342	1
ERR4450761	Jaipur	Controlled	PDC-361	2
ERR4450761	Jaipur	Controlled	PDC-364	4
ERR4450761	Jaipur	Controlled	PDC-384	4
ERR4450761	Jaipur	Controlled	PDC-391	3
ERR4450761	Jaipur	Controlled	PDC-464	1
ERR4450761	Jaipur	Controlled	PDC-466	1
ERR4450761	Jaipur	Controlled	PDC-486	1
ERR4450761	Jaipur	Controlled	PDC-49	4
ERR4450761	Jaipur	Controlled	PDC-493	1
ERR4450761	Jaipur	Controlled	PDC-524	2
ERR4450761	Jaipur	Controlled	PDC-527	3
ERR4450761	Jaipur	Controlled	PDC-542	1
ERR4450761	Jaipur	Controlled	PDC-547	1
ERR4450761	Jaipur	Controlled	PDC-555	1
ERR4450761	Jaipur	Controlled	PDC-57	8
ERR4450761	Jaipur	Controlled	PDC-62	11
ERR4450761	Jaipur	Controlled	PDC-625	4
ERR4450761	Jaipur	Controlled	PDC-627	3
ERR4450761	Jaipur	Controlled	PDC-629	1
ERR4450761	Jaipur	Controlled	PDC-8	1
ERR4450761	Jaipur	Controlled	PEDO-1	124
ERR4450761	Jaipur	Controlled	PEDO-2	31
ERR4450761	Jaipur	Controlled	PEDO-3	1
ERR4450761	Jaipur	Controlled	PEN-A1	1
ERR4450761	Jaipur	Controlled	PEN-A11	1
ERR4450761	Jaipur	Controlled	PEN-A15	1
ERR4450761	Jaipur	Controlled	PEN-A16	2
ERR4450761	Jaipur	Controlled	PEN-A2	1
ERR4450761	Jaipur	Controlled	PEN-A21	1
ERR4450761	Jaipur	Controlled	PEN-A22	5
ERR4450761	Jaipur	Controlled	PEN-A25	1
ERR4450761	Jaipur	Controlled	PEN-A26	2
ERR4450761	Jaipur	Controlled	PEN-A28	2
ERR4450761	Jaipur	Controlled	PEN-A37	9
ERR4450761	Jaipur	Controlled	PEN-A9	1
ERR4450761	Jaipur	Controlled	PEN-B1	5
ERR4450761	Jaipur	Controlled	PEN-B2	2
ERR4450761	Jaipur	Controlled	PER-10	1
ERR4450761	Jaipur	Controlled	PER-12	2
ERR4450761	Jaipur	Controlled	PER-2	2
ERR4450761	Jaipur	Controlled	PER-3	4
ERR4450761	Jaipur	Controlled	PER-4	10
ERR4450761	Jaipur	Controlled	PER-6	2
ERR4450761	Jaipur	Controlled	PER-7	2
ERR4450761	Jaipur	Controlled	PFM-1	20
ERR4450761	Jaipur	Controlled	PFM-2	6
ERR4450761	Jaipur	Controlled	PFM-3	1
ERR4450761	Jaipur	Controlled	PJM-1	69
ERR4450761	Jaipur	Controlled	PJM-2	5
ERR4450761	Jaipur	Controlled	PLA-1	1
ERR4450761	Jaipur	Controlled	PLN-1	21
ERR4450761	Jaipur	Controlled	PME-1	35
ERR4450761	Jaipur	Controlled	PNC-1	452
ERR4450761	Jaipur	Controlled	PNC-3	4
ERR4450761	Jaipur	Controlled	PNGM-1	42
ERR4450761	Jaipur	Controlled	POM-1	59
ERR4450761	Jaipur	Controlled	PRC-1	57
ERR4450761	Jaipur	Controlled	PST-1	2
ERR4450761	Jaipur	Controlled	PSV-1	7
ERR4450761	Jaipur	Controlled	PSZ-1	71
ERR4450761	Jaipur	Controlled	Paer_CpxR	5515
ERR4450761	Jaipur	Controlled	Paer_catB6	59
ERR4450761	Jaipur	Controlled	Paer_catB7	42
ERR4450761	Jaipur	Controlled	Paer_emrE	344
ERR4450761	Jaipur	Controlled	Paer_soxR	225
ERR4450761	Jaipur	Controlled	ParR	3697
ERR4450761	Jaipur	Controlled	ParS	3738
ERR4450761	Jaipur	Controlled	Pmir_dfrA6	8
ERR4450761	Jaipur	Controlled	PmpM	2069
ERR4450761	Jaipur	Controlled	PmrF	2234
ERR4450761	Jaipur	Controlled	QepA1	134
ERR4450761	Jaipur	Controlled	QepA2	52
ERR4450761	Jaipur	Controlled	QepA4	38
ERR4450761	Jaipur	Controlled	QnrA2	2
ERR4450761	Jaipur	Controlled	QnrA5	2
ERR4450761	Jaipur	Controlled	QnrAS	73
ERR4450761	Jaipur	Controlled	QnrB15	2
ERR4450761	Jaipur	Controlled	QnrB22	3
ERR4450761	Jaipur	Controlled	QnrB23	1
ERR4450761	Jaipur	Controlled	QnrB30	1
ERR4450761	Jaipur	Controlled	QnrB31	1
ERR4450761	Jaipur	Controlled	QnrB32	1
ERR4450761	Jaipur	Controlled	QnrB33	6
ERR4450761	Jaipur	Controlled	QnrB36	2
ERR4450761	Jaipur	Controlled	QnrB38	4
ERR4450761	Jaipur	Controlled	QnrB4	1
ERR4450761	Jaipur	Controlled	QnrB45	3
ERR4450761	Jaipur	Controlled	QnrB47	1
ERR4450761	Jaipur	Controlled	QnrB65	3
ERR4450761	Jaipur	Controlled	QnrB66	6
ERR4450761	Jaipur	Controlled	QnrC	6
ERR4450761	Jaipur	Controlled	QnrD2	3
ERR4450761	Jaipur	Controlled	QnrS1	1
ERR4450761	Jaipur	Controlled	QnrS11	1
ERR4450761	Jaipur	Controlled	QnrS2	2
ERR4450761	Jaipur	Controlled	QnrS3	3
ERR4450761	Jaipur	Controlled	QnrS4	2
ERR4450761	Jaipur	Controlled	QnrS5	6
ERR4450761	Jaipur	Controlled	QnrS6	17
ERR4450761	Jaipur	Controlled	QnrS8	22
ERR4450761	Jaipur	Controlled	QnrS9	25
ERR4450761	Jaipur	Controlled	QnrVC1	34
ERR4450761	Jaipur	Controlled	QnrVC3	12
ERR4450761	Jaipur	Controlled	QnrVC4	26
ERR4450761	Jaipur	Controlled	QnrVC6	3
ERR4450761	Jaipur	Controlled	QnrVC7	5
ERR4450761	Jaipur	Controlled	R39	2
ERR4450761	Jaipur	Controlled	RAA-1	13
ERR4450761	Jaipur	Controlled	RAD-1	84
ERR4450761	Jaipur	Controlled	RASA-1	12
ERR4450761	Jaipur	Controlled	RATA-1	40
ERR4450761	Jaipur	Controlled	RATA-2	67
ERR4450761	Jaipur	Controlled	RCP-1	108
ERR4450761	Jaipur	Controlled	ROB-1	1
ERR4450761	Jaipur	Controlled	ROB-12	4
ERR4450761	Jaipur	Controlled	RSA1-1	69
ERR4450761	Jaipur	Controlled	RSA2-1	7
ERR4450761	Jaipur	Controlled	RSC1-1	74
ERR4450761	Jaipur	Controlled	RSD1-1	45
ERR4450761	Jaipur	Controlled	RSD2-1	15
ERR4450761	Jaipur	Controlled	RSD2-2	155
ERR4450761	Jaipur	Controlled	RUB-1	11
ERR4450761	Jaipur	Controlled	RanA	8421
ERR4450761	Jaipur	Controlled	RanB	1853
ERR4450761	Jaipur	Controlled	RbpA	69
ERR4450761	Jaipur	Controlled	Rfas_cmr	100
ERR4450761	Jaipur	Controlled	RlmA(II)	161
ERR4450761	Jaipur	Controlled	Rm3	135
ERR4450761	Jaipur	Controlled	Rsph_ampC_BLA	22
ERR4450761	Jaipur	Controlled	Rv1877	285
ERR4450761	Jaipur	Controlled	Rv2856	120
ERR4450761	Jaipur	Controlled	SAT-2	17
ERR4450761	Jaipur	Controlled	SAT-3	18
ERR4450761	Jaipur	Controlled	SAT-4	30
ERR4450761	Jaipur	Controlled	SCO-1	24
ERR4450761	Jaipur	Controlled	SED-1	2
ERR4450761	Jaipur	Controlled	SED-2	2
ERR4450761	Jaipur	Controlled	SFB-1	14
ERR4450761	Jaipur	Controlled	SFDC-1	38
ERR4450761	Jaipur	Controlled	SFH-1	10
ERR4450761	Jaipur	Controlled	SFO-1	1
ERR4450761	Jaipur	Controlled	SGM-1	1
ERR4450761	Jaipur	Controlled	SGM-4	2
ERR4450761	Jaipur	Controlled	SGM-5	2
ERR4450761	Jaipur	Controlled	SGM-6	1
ERR4450761	Jaipur	Controlled	SHD-1	7
ERR4450761	Jaipur	Controlled	SHN-1	6
